CPF,DATA_CONSULTA,CUSTO_CONSULTA,DESCRICAO_TRATAMENTO,NOME_DENTISTA,OUT_OF_RANGE,DAYS_SINCE_LAST,RECENT_CONSULTATION,TREATMENT_ENCODED,DENTIST_ENCODED,SINISTRO
22342438675,2023-04-24,557,Clareamento Dental,Dr. Silva,0,9999.0,0,0,2,0
22526587698,2023-09-15,397,Tratamento Periodontal,Dra. Mendes,0,9999.0,0,3,3,1
22589089778,2023-06-26,499,Clareamento Dental,Dr. Silva,0,9999.0,0,0,2,1
22627138869,2024-05-03,1565,Tratamento Periodontal,Dr. Santos,1,9999.0,0,3,1,0
22671718705,2023-06-08,2645,Tratamento de Canal,Dra. Mendes,1,9999.0,0,4,3,1
22983918477,2023-10-23,1276,Implantodontia,Dr. Silva,1,9999.0,0,1,2,0
23202004751,2024-01-23,1329,Tratamento de Canal,Dra. Mendes,1,9999.0,0,4,3,0
23386472946,2023-12-14,505,Tratamento de Canal,Dr. Silva,0,9999.0,0,4,2,0
23399738389,2023-02-10,501,Restauração Dentária,Dr. Silva,0,9999.0,0,2,2,1
23665414667,2023-01-30,500,Clareamento Dental,Dr. Oliveira,0,9999.0,0,0,0,1
23708845468,2023-12-24,1025,Clareamento Dental,Dr. Santos,1,9999.0,0,0,1,0
23943610647,2024-01-16,2910,Restauração Dentária,Dr. Santos,1,9999.0,0,2,1,0
24507011155,2023-05-09,942,Clareamento Dental,Dr. Oliveira,1,9999.0,0,0,0,0
24629644113,2023-03-08,2333,Clareamento Dental,Dr. Santos,1,9999.0,0,0,1,0
24758676598,2023-06-02,943,Restauração Dentária,Dr. Santos,0,9999.0,0,2,1,1
24851566207,2023-04-23,729,Tratamento de Canal,Dr. Santos,0,9999.0,0,4,1,0
24913076142,2024-01-17,594,Implantodontia,Dra. Pereira,1,9999.0,0,1,4,1
24947065373,2023-11-18,1704,Tratamento Periodontal,Dra. Mendes,1,9999.0,0,3,3,0
25121121881,2023-10-11,383,Tratamento Periodontal,Dr. Oliveira,0,9999.0,0,3,0,1
25133544648,2023-08-22,673,Tratamento de Canal,Dr. Santos,0,9999.0,0,4,1,1
25378753787,2023-11-20,678,Restauração Dentária,Dra. Mendes,0,9999.0,0,2,3,0
25446411521,2024-01-12,671,Tratamento Periodontal,Dr. Oliveira,0,9999.0,0,3,0,0
25475080374,2024-03-20,975,Restauração Dentária,Dra. Mendes,0,9999.0,0,2,3,0
25629001461,2024-03-24,257,Tratamento Periodontal,Dr. Oliveira,1,9999.0,0,3,0,0
25748249914,2023-09-22,622,Implantodontia,Dra. Pereira,1,9999.0,0,1,4,0
26249250134,2023-05-20,957,Tratamento Periodontal,Dra. Pereira,0,9999.0,0,3,4,0
26729731644,2024-05-12,450,Restauração Dentária,Dr. Oliveira,0,9999.0,0,2,0,0
26921646544,2024-04-17,708,Tratamento de Canal,Dr. Oliveira,0,9999.0,0,4,0,0
27069035759,2023-08-07,502,Tratamento de Canal,Dra. Mendes,0,9999.0,0,4,3,1
27346329583,2023-12-06,752,Clareamento Dental,Dra. Pereira,1,9999.0,0,0,4,1
27348247051,2024-02-05,487,Tratamento Periodontal,Dr. Oliveira,0,9999.0,0,3,0,0
27371673917,2023-02-04,253,Clareamento Dental,Dra. Pereira,1,9999.0,0,0,4,1
27374689430,2023-06-14,2178,Tratamento de Canal,Dr. Oliveira,1,9999.0,0,4,0,0
27631639244,2024-04-22,1614,Tratamento Periodontal,Dr. Santos,1,9999.0,0,3,1,1
27643065384,2023-05-30,1771,Tratamento de Canal,Dra. Mendes,1,9999.0,0,4,3,0
27711280370,2023-05-22,588,Clareamento Dental,Dr. Santos,0,9999.0,0,0,1,1
27727869214,2024-01-02,966,Implantodontia,Dr. Oliveira,1,9999.0,0,1,0,0
27840809465,2023-02-06,2692,Tratamento Periodontal,Dr. Silva,1,9999.0,0,3,2,0
28130207067,2023-10-16,889,Restauração Dentária,Dr. Oliveira,0,9999.0,0,2,0,1
28896679994,2023-12-03,1207,Tratamento Periodontal,Dra. Mendes,0,9999.0,0,3,3,0
29223899301,2024-05-09,2741,Tratamento de Canal,Dr. Oliveira,1,9999.0,0,4,0,0
29525773863,2023-07-05,456,Clareamento Dental,Dr. Oliveira,0,9999.0,0,0,0,0
29707486655,2023-01-27,1719,Implantodontia,Dr. Oliveira,0,9999.0,0,1,0,0
30207710326,2024-01-31,456,Tratamento Periodontal,Dr. Silva,0,9999.0,0,3,2,0
30258535521,2023-01-18,446,Restauração Dentária,Dr. Santos,0,9999.0,0,2,1,0
30376465263,2024-03-12,425,Tratamento de Canal,Dr. Silva,0,9999.0,0,4,2,1
30652945609,2023-04-08,814,Clareamento Dental,Dr. Santos,1,9999.0,0,0,1,0
30774769611,2023-04-03,981,Tratamento de Canal,Dr. Santos,0,9999.0,0,4,1,1
31504166697,2023-09-02,383,Clareamento Dental,Dr. Oliveira,1,9999.0,0,0,0,1
31841246346,2023-06-15,2044,Clareamento Dental,Dr. Oliveira,1,9999.0,0,0,0,1
31877036708,2023-08-11,531,Clareamento Dental,Dr. Santos,0,9999.0,0,0,1,1
31911275267,2023-03-16,339,Implantodontia,Dra. Pereira,1,9999.0,0,1,4,0
32343598019,2023-01-11,2126,Restauração Dentária,Dr. Santos,1,9999.0,0,2,1,1
32699019599,2023-02-08,289,Implantodontia,Dr. Santos,1,9999.0,0,1,1,0
32940009407,2023-03-05,592,Clareamento Dental,Dr. Santos,0,9999.0,0,0,1,0
33029983004,2023-09-26,1468,Clareamento Dental,Dra. Mendes,1,9999.0,0,0,3,1
33069412749,2023-05-13,493,Tratamento de Canal,Dr. Santos,0,9999.0,0,4,1,0
33231446982,2023-12-30,2439,Clareamento Dental,Dra. Pereira,1,9999.0,0,0,4,0
33636260244,2023-10-29,550,Clareamento Dental,Dr. Silva,0,9999.0,0,0,2,1
33650776324,2023-12-17,2184,Tratamento Periodontal,Dra. Pereira,1,9999.0,0,3,4,0
33743248250,2023-01-13,895,Tratamento de Canal,Dra. Pereira,0,9999.0,0,4,4,0
33812465507,2023-03-13,541,Tratamento Periodontal,Dr. Oliveira,0,9999.0,0,3,0,1
34144863490,2023-08-02,1135,Tratamento Periodontal,Dra. Mendes,0,9999.0,0,3,3,0
34152815910,2023-12-21,1642,Tratamento Periodontal,Dr. Oliveira,1,9999.0,0,3,0,1
34264025814,2023-03-25,819,Tratamento de Canal,Dra. Pereira,0,9999.0,0,4,4,1
34417251297,2023-02-24,461,Tratamento de Canal,Dr. Silva,0,9999.0,0,4,2,1
34464537371,2023-10-01,1027,Clareamento Dental,Dr. Santos,1,9999.0,0,0,1,0
34592711333,2023-04-16,2715,Clareamento Dental,Dr. Oliveira,1,9999.0,0,0,0,0
34655876319,2023-07-27,1343,Tratamento Periodontal,Dra. Mendes,0,9999.0,0,3,3,0
34690610046,2024-03-26,672,Clareamento Dental,Dra. Pereira,0,9999.0,0,0,4,0
34737601326,2023-10-24,2487,Tratamento de Canal,Dra. Pereira,1,9999.0,0,4,4,0
34784119170,2023-08-26,2003,Clareamento Dental,Dr. Santos,1,9999.0,0,0,1,0
35444007973,2024-01-25,454,Implantodontia,Dra. Mendes,1,9999.0,0,1,3,0
36023086240,2024-05-07,695,Clareamento Dental,Dr. Oliveira,0,9999.0,0,0,0,0
36701107496,2023-07-06,459,Restauração Dentária,Dra. Pereira,0,9999.0,0,2,4,1
36965217934,2023-02-15,469,Tratamento de Canal,Dra. Mendes,0,9999.0,0,4,3,0
37433642937,2023-07-20,484,Implantodontia,Dr. Silva,1,9999.0,0,1,2,1
37787931755,2024-04-04,408,Clareamento Dental,Dra. Mendes,0,9999.0,0,0,3,0
37798167401,2023-12-01,1399,Tratamento de Canal,Dr. Oliveira,1,9999.0,0,4,0,0
37838553750,2023-03-30,585,Tratamento de Canal,Dra. Pereira,0,9999.0,0,4,4,0
38021432514,2023-04-12,1470,Restauração Dentária,Dr. Oliveira,0,9999.0,0,2,0,1
38105461947,2023-11-02,1307,Implantodontia,Dr. Santos,1,9999.0,0,1,1,0
38133845856,2024-04-16,389,Tratamento de Canal,Dra. Pereira,0,9999.0,0,4,4,1
38306763908,2024-04-13,2805,Tratamento Periodontal,Dra. Mendes,1,9999.0,0,3,3,0
38528835170,2023-07-30,916,Implantodontia,Dr. Santos,1,9999.0,0,1,1,0
38725443597,2023-05-26,456,Tratamento Periodontal,Dr. Santos,0,9999.0,0,3,1,1
38743042697,2023-06-20,1687,Clareamento Dental,Dra. Mendes,1,9999.0,0,0,3,0
38775555069,2024-03-16,2695,Clareamento Dental,Dr. Santos,1,9999.0,0,0,1,1
38857605255,2023-11-03,278,Implantodontia,Dra. Pereira,1,9999.0,0,1,4,0
38899142856,2023-05-06,746,Tratamento de Canal,Dra. Pereira,0,9999.0,0,4,4,1
38954884823,2023-03-27,412,Tratamento de Canal,Dra. Pereira,0,9999.0,0,4,4,1
39237138430,2024-02-02,1769,Implantodontia,Dr. Oliveira,0,9999.0,0,1,0,0
39348202360,2023-09-20,493,Restauração Dentária,Dra. Mendes,0,9999.0,0,2,3,0
39580965852,2023-07-19,572,Implantodontia,Dr. Oliveira,1,9999.0,0,1,0,0
40071726097,2024-03-31,2733,Implantodontia,Dra. Mendes,0,9999.0,0,1,3,0
40110538704,2024-03-07,752,Tratamento de Canal,Dr. Oliveira,0,9999.0,0,4,0,1
40408032086,2023-10-07,1369,Tratamento Periodontal,Dra. Mendes,0,9999.0,0,3,3,1
40557687207,2024-03-27,611,Implantodontia,Dra. Pereira,1,9999.0,0,1,4,0
40600972621,2023-08-17,1935,Clareamento Dental,Dra. Pereira,1,9999.0,0,0,4,0
40615217057,2023-05-12,2151,Clareamento Dental,Dra. Pereira,1,9999.0,0,0,4,1
41323625426,2024-01-04,466,Clareamento Dental,Dr. Santos,0,9999.0,0,0,1,0
41513465137,2023-12-13,1138,Tratamento de Canal,Dr. Silva,1,9999.0,0,4,2,0
41680246996,2024-02-23,642,Implantodontia,Dr. Oliveira,1,9999.0,0,1,0,1
42266479043,2023-08-06,975,Tratamento de Canal,Dra. Pereira,0,9999.0,0,4,4,0
42489358939,2024-04-09,810,Tratamento de Canal,Dr. Santos,0,9999.0,0,4,1,1
42504437858,2024-04-08,502,Tratamento de Canal,Dr. Oliveira,0,9999.0,0,4,0,1
42667664637,2023-02-07,645,Tratamento Periodontal,Dr. Santos,0,9999.0,0,3,1,1
42767015532,2024-05-10,1190,Tratamento de Canal,Dra. Mendes,1,9999.0,0,4,3,1
42932467836,2023-04-17,578,Restauração Dentária,Dra. Pereira,0,9999.0,0,2,4,1
43008091520,2024-01-07,779,Tratamento Periodontal,Dra. Pereira,0,9999.0,0,3,4,1
43176285194,2023-03-14,2472,Tratamento Periodontal,Dr. Silva,1,9999.0,0,3,2,0
43306189798,2023-12-16,629,Tratamento de Canal,Dra. Pereira,0,9999.0,0,4,4,0
43426573720,2023-06-23,1269,Tratamento Periodontal,Dr. Oliveira,0,9999.0,0,3,0,0
43450437140,2024-01-11,956,Tratamento Periodontal,Dra. Pereira,0,9999.0,0,3,4,0
43452756149,2023-11-26,557,Implantodontia,Dr. Oliveira,1,9999.0,0,1,0,0
43695150769,2023-02-22,1614,Tratamento de Canal,Dr. Oliveira,1,9999.0,0,4,0,0
43720958948,2023-07-15,897,Implantodontia,Dr. Silva,1,9999.0,0,1,2,0
43912063005,2023-06-27,778,Tratamento de Canal,Dra. Mendes,0,9999.0,0,4,3,0
44551170130,2023-03-22,2503,Implantodontia,Dra. Mendes,0,9999.0,0,1,3,0
44666281566,2023-11-19,2719,Clareamento Dental,Dr. Oliveira,1,9999.0,0,0,0,1
44901827374,2023-07-08,1833,Tratamento Periodontal,Dr. Silva,1,9999.0,0,3,2,0
45176064059,2023-01-22,987,Clareamento Dental,Dr. Santos,1,9999.0,0,0,1,0
45336519804,2023-06-17,1379,Tratamento Periodontal,Dra. Pereira,0,9999.0,0,3,4,0
45446817459,2024-04-29,1830,Clareamento Dental,Dr. Santos,1,9999.0,0,0,1,0
45695932766,2023-11-10,649,Implantodontia,Dra. Pereira,1,9999.0,0,1,4,1
46445717550,2023-03-15,952,Clareamento Dental,Dr. Oliveira,1,9999.0,0,0,0,1
46794345943,2023-10-25,472,Restauração Dentária,Dr. Oliveira,0,9999.0,0,2,0,1
46923856884,2023-11-05,311,Tratamento de Canal,Dr. Silva,0,9999.0,0,4,2,0
47001463255,2023-07-24,482,Tratamento de Canal,Dra. Mendes,0,9999.0,0,4,3,1
47081695145,2024-01-22,966,Clareamento Dental,Dr. Oliveira,1,9999.0,0,0,0,0
47513732342,2024-03-22,603,Clareamento Dental,Dr. Santos,0,9999.0,0,0,1,1
47691461090,2023-08-03,1807,Tratamento de Canal,Dr. Santos,1,9999.0,0,4,1,1
47716443751,2023-04-15,680,Clareamento Dental,Dra. Pereira,0,9999.0,0,0,4,0
47776411593,2023-03-19,565,Implantodontia,Dr. Oliveira,1,9999.0,0,1,0,1
47991121784,2023-09-18,584,Tratamento Periodontal,Dr. Oliveira,0,9999.0,0,3,0,0
48057867984,2023-12-31,2396,Tratamento de Canal,Dra. Mendes,1,9999.0,0,4,3,0
48279950786,2023-08-16,519,Implantodontia,Dra. Pereira,1,9999.0,0,1,4,1
48364327019,2024-05-08,1518,Restauração Dentária,Dra. Mendes,0,9999.0,0,2,3,0
48496114488,2023-05-18,2934,Implantodontia,Dr. Oliveira,0,9999.0,0,1,0,1
48608348673,2024-02-22,2511,Implantodontia,Dr. Oliveira,0,9999.0,0,1,0,0
48824336897,2023-03-21,830,Tratamento de Canal,Dr. Silva,0,9999.0,0,4,2,0
48909455743,2023-10-28,658,Tratamento Periodontal,Dra. Mendes,0,9999.0,0,3,3,0
48954568047,2023-07-10,917,Restauração Dentária,Dra. Pereira,0,9999.0,0,2,4,0
48959412874,2023-01-20,2407,Clareamento Dental,Dr. Oliveira,1,9999.0,0,0,0,0
49451789081,2024-01-21,1449,Implantodontia,Dr. Oliveira,1,9999.0,0,1,0,0
49467538443,2023-08-25,946,Tratamento de Canal,Dr. Santos,0,9999.0,0,4,1,1
50014341456,2023-08-20,2184,Tratamento Periodontal,Dr. Silva,1,9999.0,0,3,2,0
50060959983,2023-06-03,2418,Tratamento de Canal,Dr. Silva,1,9999.0,0,4,2,0
50088354654,2024-01-15,833,Tratamento Periodontal,Dra. Pereira,0,9999.0,0,3,4,0
50173623570,2024-01-14,354,Tratamento Periodontal,Dra. Pereira,0,9999.0,0,3,4,0
50196801957,2023-03-29,630,Implantodontia,Dr. Santos,1,9999.0,0,1,1,0
50213773773,2023-06-19,1317,Tratamento Periodontal,Dr. Oliveira,0,9999.0,0,3,0,1
50404153357,2023-10-12,679,Implantodontia,Dra. Pereira,1,9999.0,0,1,4,1
50548275931,2023-06-13,586,Restauração Dentária,Dr. Silva,0,9999.0,0,2,2,0
50594876200,2023-11-15,1226,Implantodontia,Dra. Mendes,1,9999.0,0,1,3,0
50617911857,2023-06-22,1164,Tratamento de Canal,Dr. Oliveira,1,9999.0,0,4,0,0
50620963072,2024-03-29,342,Clareamento Dental,Dra. Pereira,1,9999.0,0,0,4,0
50774290881,2023-06-04,517,Clareamento Dental,Dra. Pereira,0,9999.0,0,0,4,1
51010131708,2023-10-21,800,Implantodontia,Dra. Mendes,1,9999.0,0,1,3,1
51157439791,2024-05-05,752,Implantodontia,Dr. Santos,1,9999.0,0,1,1,0
51345923501,2024-02-14,706,Clareamento Dental,Dra. Pereira,1,9999.0,0,0,4,1
51367765809,2024-04-14,586,Tratamento de Canal,Dr. Santos,0,9999.0,0,4,1,0
51397004385,2023-11-30,563,Restauração Dentária,Dra. Pereira,0,9999.0,0,2,4,0
52096321705,2023-06-06,363,Implantodontia,Dra. Pereira,1,9999.0,0,1,4,0
52139518299,2023-02-13,1443,Clareamento Dental,Dr. Santos,1,9999.0,0,0,1,0
52161798159,2023-11-08,470,Clareamento Dental,Dr. Oliveira,0,9999.0,0,0,0,1
52329619881,2023-08-23,638,Implantodontia,Dra. Mendes,1,9999.0,0,1,3,0
52464391617,2024-02-17,624,Tratamento de Canal,Dra. Mendes,0,9999.0,0,4,3,0
52602534623,2023-06-01,469,Restauração Dentária,Dr. Oliveira,0,9999.0,0,2,0,1
52876485844,2023-12-23,1535,Restauração Dentária,Dr. Silva,0,9999.0,0,2,2,0
53019918483,2023-11-12,1005,Tratamento Periodontal,Dr. Santos,0,9999.0,0,3,1,0
53508554167,2024-02-11,2985,Implantodontia,Dr. Oliveira,0,9999.0,0,1,0,0
53933301847,2023-03-06,2294,Clareamento Dental,Dr. Silva,1,9999.0,0,0,2,0
54060968397,2024-02-21,436,Tratamento de Canal,Dra. Pereira,0,9999.0,0,4,4,1
54164628042,2023-11-07,1486,Clareamento Dental,Dr. Silva,1,9999.0,0,0,2,1
54221740892,2023-12-27,633,Clareamento Dental,Dr. Santos,0,9999.0,0,0,1,1
54353375278,2023-12-12,505,Clareamento Dental,Dr. Santos,0,9999.0,0,0,1,0
54384169114,2024-04-19,1402,Implantodontia,Dra. Mendes,1,9999.0,0,1,3,1
54411096488,2023-10-27,425,Tratamento Periodontal,Dr. Oliveira,0,9999.0,0,3,0,0
54655229940,2023-01-14,2481,Restauração Dentária,Dr. Santos,1,9999.0,0,2,1,1
54816486848,2023-03-03,605,Clareamento Dental,Dra. Mendes,0,9999.0,0,0,3,0
55370640642,2023-12-18,2314,Restauração Dentária,Dra. Mendes,1,9999.0,0,2,3,0
55466760758,2023-11-14,2027,Tratamento de Canal,Dr. Santos,1,9999.0,0,4,1,0
55780942185,2024-04-05,1766,Restauração Dentária,Dr. Santos,0,9999.0,0,2,1,0
56043335498,2023-06-28,2517,Clareamento Dental,Dr. Oliveira,1,9999.0,0,0,0,1
56113082173,2024-05-06,602,Clareamento Dental,Dr. Oliveira,0,9999.0,0,0,0,0
56247640971,2024-03-01,789,Restauração Dentária,Dra. Pereira,0,9999.0,0,2,4,0
56421129667,2024-01-24,700,Restauração Dentária,Dra. Pereira,0,9999.0,0,2,4,1
56429947436,2024-04-26,546,Clareamento Dental,Dr. Oliveira,0,9999.0,0,0,0,0
57436202463,2023-01-21,2603,Tratamento de Canal,Dra. Mendes,1,9999.0,0,4,3,0
57461275447,2024-01-30,651,Implantodontia,Dr. Silva,1,9999.0,0,1,2,1
57567813772,2024-02-10,1012,Clareamento Dental,Dra. Mendes,1,9999.0,0,0,3,0
57723755454,2024-05-11,851,Tratamento de Canal,Dr. Oliveira,0,9999.0,0,4,0,0
57903703686,2023-04-04,1507,Tratamento de Canal,Dr. Santos,1,9999.0,0,4,1,1
58086186179,2023-08-18,580,Restauração Dentária,Dra. Pereira,0,9999.0,0,2,4,0
58159628441,2023-01-01,1267,Tratamento de Canal,Dra. Pereira,1,9999.0,0,4,4,1
58476014005,2024-02-04,1740,Restauração Dentária,Dr. Oliveira,0,9999.0,0,2,0,0
58563735399,2024-02-27,230,Clareamento Dental,Dra. Mendes,1,9999.0,0,0,3,0
58632266770,2023-10-31,573,Clareamento Dental,Dr. Silva,0,9999.0,0,0,2,1
59059397668,2024-01-08,1140,Clareamento Dental,Dr. Silva,1,9999.0,0,0,2,1
59431455820,2023-02-17,404,Tratamento Periodontal,Dr. Oliveira,0,9999.0,0,3,0,1
59670484515,2024-04-15,553,Restauração Dentária,Dr. Santos,0,9999.0,0,2,1,0
59823473183,2023-03-10,2782,Clareamento Dental,Dr. Silva,1,9999.0,0,0,2,1
59928452896,2023-03-17,655,Implantodontia,Dr. Oliveira,1,9999.0,0,1,0,0
60099240946,2023-10-15,658,Restauração Dentária,Dra. Mendes,0,9999.0,0,2,3,0
60143345943,2023-01-28,444,Implantodontia,Dra. Mendes,1,9999.0,0,1,3,0
60521344683,2023-04-09,1002,Clareamento Dental,Dra. Mendes,1,9999.0,0,0,3,0
60525841347,2023-05-24,560,Restauração Dentária,Dr. Santos,0,9999.0,0,2,1,0
60922099710,2024-02-29,1910,Tratamento de Canal,Dr. Oliveira,1,9999.0,0,4,0,1
61010363914,2024-03-09,1756,Tratamento de Canal,Dr. Silva,1,9999.0,0,4,2,1
61012534508,2023-01-29,341,Tratamento Periodontal,Dr. Silva,1,9999.0,0,3,2,0
61058230676,2023-09-30,2136,Tratamento de Canal,Dr. Silva,1,9999.0,0,4,2,0
61223494475,2023-06-11,580,Restauração Dentária,Dra. Mendes,0,9999.0,0,2,3,1
61414705313,2023-01-08,688,Tratamento de Canal,Dr. Santos,0,9999.0,0,4,1,0
61621386557,2023-06-18,1340,Clareamento Dental,Dr. Oliveira,1,9999.0,0,0,0,0
